type;time;latitude;longitude;altitude (m);sat;hdop;vdop;pdop;fix;name;desc;ageofdgpsdata;dgpsid;point_type
T;2017-09-26 16:32:33;47.413772223;15.884896450;761.7;9;1.0;0.77;1.25;dgps;;;0;0;SPEED
T;2017-09-26 16:32:34;47.413775164;15.884890927;762.2;8;1.3;0.90;1.59;dgps;;;0;0;SPEED
T;2017-09-26 16:32:35;47.413775038;15.884879413;762.7;9;1.1;0.90;1.46;dgps;;;0;0;SPEED
T;2017-09-26 16:32:36;47.413778055;15.884867292;763.1;9;1.1;0.90;1.46;dgps;;;0;0;SPEED
T;2017-09-26 16:32:37;47.413781935;15.884856725;763.5;10;0.9;0.76;1.21;dgps;;;0;0;SPEED
T;2017-09-26 16:32:38;47.413785778;15.884845390;763.8;9;1.1;0.90;1.46;dgps;;;0;0;SPEED
T;2017-09-26 16:32:39;47.413788124;15.884836276;764.2;10;0.8;0.75;1.12;dgps;;;0;0;SPEED
T;2017-09-26 16:32:40;47.413791171;15.884826094;764.5;10;0.9;0.76;1.21;dgps;;;0;0;SPEED
T;2017-09-26 16:32:41;47.413790291;15.884813371;764.5;8;1.3;0.90;1.59;dgps;;;0;0;SPEED
T;2017-09-26 16:32:42;47.413793226;15.884803533;764.9;9;1.1;0.90;1.46;dgps;;;0;0;SPEED
T;2017-09-26 16:32:43;47.413795535;15.884792639;764.9;10;0.8;0.75;1.12;dgps;;;0;0;SPEED
T;2017-09-26 16:32:44;47.413797736;15.884784170;765.2;11;0.8;0.72;1.03;dgps;;;0;0;SPEED
T;2017-09-26 16:32:45;47.413800118;15.884774753;765.4;9;1.1;0.76;1.31;dgps;;;0;0;SPEED
T;2017-09-26 16:32:46;47.413803274;15.884765591;765.7;9;1.0;0.78;1.24;dgps;;;0;0;SPEED
T;2017-09-26 16:32:47;47.413810832;15.884756940;765.9;10;0.9;0.77;1.19;dgps;;;0;0;SPEED
T;2017-09-26 16:32:48;47.413814149;15.884748844;765.9;11;0.8;0.72;1.03;dgps;;;0;0;SPEED
T;2017-09-26 16:32:49;47.413816425;15.884738816;765.9;8;1.2;0.90;1.54;dgps;;;0;0;SPEED
T;2017-09-26 16:32:50;47.413819180;15.884729062;765.9;8;1.2;0.90;1.54;dgps;;;0;0;SPEED
T;2017-09-26 16:32:51;47.413821038;15.884719371;765.9;8;1.2;0.90;1.54;dgps;;;0;0;SPEED
T;2017-09-26 16:32:52;47.413827728;15.884723623;765.4;8;1.2;0.90;1.54;dgps;;;0;0;SPEED
T;2017-09-26 16:32:53;47.413829296;15.884714886;765.5;9;1.1;0.90;1.46;dgps;;;0;0;SPEED
T;2017-09-26 16:32:54;47.413831274;15.884706981;765.5;8;1.2;0.90;1.54;dgps;;;0;0;SPEED
T;2017-09-26 16:32:55;47.413832795;15.884698020;765.3;8;1.2;0.90;1.54;dgps;;;0;0;SPEED
T;2017-09-26 16:32:56;47.413833743;15.884690790;765.1;8;1.2;0.90;1.54;dgps;;;0;0;SPEED
T;2017-09-26 16:32:57;47.413837444;15.884695192;764.7;8;1.2;0.90;1.54;dgps;;;0;0;SPEED
T;2017-09-26 16:32:58;47.413837460;15.884685845;764.3;9;0.9;0.75;1.19;dgps;;;0;0;SPEED
T;2017-09-26 16:32:59;47.413836492;15.884680767;764.0;8;1.2;0.90;1.54;dgps;;;0;0;SPEED
T;2017-09-26 16:33:00;47.413836193;15.884671679;763.7;9;0.9;0.75;1.19;dgps;;;0;0;SPEED
T;2017-09-26 16:33:01;47.413838426;15.884660838;763.4;9;1.1;0.90;1.46;dgps;;;0;0;SPEED
T;2017-09-26 16:33:02;47.413840087;15.884648955;763.3;10;0.8;0.75;1.12;dgps;;;0;0;SPEED
T;2017-09-26 16:33:03;47.413843499;15.884640124;763.0;10;0.8;0.75;1.12;dgps;;;0;0;SPEED
T;2017-09-26 16:33:04;47.413843414;15.884632970;763.1;10;0.8;0.75;1.12;dgps;;;0;0;SPEED
T;2017-09-26 16:33:10;47.413851590;15.884629745;762.0;11;0.8;0.72;1.07;dgps;;;0;0;SPEED
T;2017-09-26 16:33:20;47.413856625;15.884645963;761.7;11;0.8;1.03;1.30;dgps;;;0;0;TIME
T;2017-09-26 16:33:29;47.413857583;15.884634979;761.5;10;0.8;0.71;1.07;dgps;;;0;0;SPEED
T;2017-09-26 16:33:30;47.413857299;15.884624419;761.2;9;0.9;0.75;1.16;dgps;;;0;0;SPEED
T;2017-09-26 16:33:31;47.413855220;15.884617124;761.0;9;1.1;0.90;1.46;dgps;;;0;0;SPEED
T;2017-09-26 16:33:32;47.413849778;15.884608829;760.8;11;0.8;0.72;1.07;dgps;;;0;0;SPEED
T;2017-09-26 16:33:33;47.413845545;15.884600478;760.7;9;1.1;0.90;1.46;dgps;;;0;0;SPEED
T;2017-09-26 16:33:36;47.413834411;15.884581287;760.4;11;0.8;0.72;1.07;dgps;;;0;0;SPEED
T;2017-09-26 16:33:37;47.413827315;15.884576049;760.4;10;0.9;0.76;1.21;dgps;;;0;0;SPEED
T;2017-09-26 16:33:38;47.413819716;15.884566428;760.2;9;1.1;0.90;1.46;dgps;;;0;0;SPEED
T;2017-09-26 16:33:39;47.413813903;15.884559358;759.6;8;1.3;0.91;1.61;dgps;;;0;0;SPEED
T;2017-09-26 16:33:40;47.413808112;15.884545428;759.5;9;1.1;0.90;1.46;dgps;;;0;0;SPEED
T;2017-09-26 16:33:41;47.413804669;15.884536212;759.2;9;1.1;0.90;1.46;dgps;;;0;0;SPEED
T;2017-09-26 16:33:42;47.413800096;15.884529169;758.8;9;1.1;0.90;1.46;dgps;;;0;0;SPEED
T;2017-09-26 16:33:43;47.413793999;15.884519450;758.4;9;1.1;0.90;1.46;dgps;;;0;0;SPEED
T;2017-09-26 16:33:44;47.413788922;15.884509293;758.0;9;1.1;0.90;1.46;dgps;;;0;0;SPEED
T;2017-09-26 16:33:45;47.413783074;15.884501621;757.8;9;1.1;0.90;1.46;dgps;;;0;0;SPEED
T;2017-09-26 16:33:46;47.413778664;15.884490092;757.4;10;0.9;0.76;1.21;dgps;;;0;0;SPEED
T;2017-09-26 16:33:47;47.413773347;15.884480801;757.1;8;1.3;0.91;1.61;dgps;;;0;0;SPEED
T;2017-09-26 16:33:48;47.413767789;15.884471466;756.9;8;1.3;0.91;1.62;dgps;;;0;0;SPEED
T;2017-09-26 16:33:49;47.413761753;15.884463607;756.7;9;1.1;0.90;1.46;dgps;;;0;0;SPEED
T;2017-09-26 16:33:50;47.413755464;15.884456858;756.3;10;0.8;0.74;1.12;dgps;;;0;0;SPEED
T;2017-09-26 16:33:51;47.413749938;15.884448569;756.0;9;1.1;0.90;1.46;dgps;;;0;0;SPEED
T;2017-09-26 16:33:52;47.413741661;15.884441392;755.8;9;1.1;0.90;1.46;dgps;;;0;0;SPEED
T;2017-09-26 16:33:53;47.413737776;15.884434116;755.6;9;1.1;0.90;1.46;dgps;;;0;0;SPEED
T;2017-09-26 16:33:54;47.413732567;15.884427118;755.1;9;1.1;0.90;1.46;dgps;;;0;0;SPEED
T;2017-09-26 16:33:55;47.413725718;15.884420710;755.0;9;1.1;0.90;1.46;dgps;;;0;0;SPEED
T;2017-09-26 16:33:57;47.413714766;15.884412411;754.9;9;1.1;0.90;1.46;dgps;;;0;0;SPEED
T;2017-09-26 16:33:58;47.413710694;15.884405737;754.6;10;0.8;0.74;1.12;dgps;;;0;0;SPEED
T;2017-09-26 16:33:59;47.413707634;15.884399949;754.4;10;0.8;0.74;1.12;dgps;;;0;0;SPEED
T;2017-09-26 16:34:09;47.413706856;15.884379827;754.3;10;0.8;0.74;1.12;dgps;;;0;0;TIME
T;2017-09-26 16:34:11;47.413703398;15.884370370;754.1;9;1.1;0.90;1.46;dgps;;;0;0;SPEED
T;2017-09-26 16:34:12;47.413702322;15.884357678;753.8;9;1.1;0.90;1.46;dgps;;;0;0;SPEED
T;2017-09-26 16:34:13;47.413699761;15.884344255;753.7;9;1.1;0.90;1.46;dgps;;;0;0;SPEED
T;2017-09-26 16:34:14;47.413700370;15.884329428;753.7;8;1.3;0.92;1.57;dgps;;;0;0;SPEED
T;2017-09-26 16:34:15;47.413700370;15.884313120;753.5;8;1.3;0.92;1.57;dgps;;;0;0;SPEED
T;2017-09-26 16:34:16;47.413702014;15.884295760;753.3;10;0.8;0.74;1.12;dgps;;;0;0;SPEED
T;2017-09-26 16:34:17;47.413703696;15.884280565;753.3;8;1.3;0.92;1.57;dgps;;;0;0;SPEED
T;2017-09-26 16:34:18;47.413707735;15.884265539;753.5;8;1.3;0.92;1.57;dgps;;;0;0;SPEED
T;2017-09-26 16:34:19;47.413711924;15.884253669;753.4;8;1.3;0.92;1.57;dgps;;;0;0;SPEED
T;2017-09-26 16:34:20;47.413715048;15.884241847;753.6;8;1.3;0.92;1.57;dgps;;;0;0;SPEED
T;2017-09-26 16:34:21;47.413717862;15.884229777;753.8;9;1.0;0.76;1.23;dgps;;;0;0;SPEED
T;2017-09-26 16:34:22;47.413721824;15.884220411;754.1;10;0.8;0.74;1.12;dgps;;;0;0;SPEED
T;2017-09-26 16:34:23;47.413729655;15.884211280;754.3;10;0.8;0.74;1.12;dgps;;;0;0;SPEED
T;2017-09-26 16:34:24;47.413735363;15.884199682;754.7;8;1.2;0.90;1.51;dgps;;;0;0;SPEED
T;2017-09-26 16:34:25;47.413740168;15.884190177;754.9;9;1.2;0.90;1.46;dgps;;;0;0;SPEED
T;2017-09-26 16:34:26;47.413746768;15.884179497;755.2;8;1.2;0.90;1.51;dgps;;;0;0;SPEED
T;2017-09-26 16:34:27;47.413760066;15.884180830;755.0;10;0.9;0.76;1.21;dgps;;;0;0;SPEED
T;2017-09-26 16:34:28;47.413767858;15.884180801;755.1;9;0.9;0.75;1.18;dgps;;;0;0;SPEED
T;2017-09-26 16:34:29;47.413773394;15.884172348;755.2;9;1.6;2.02;2.58;dgps;;;0;0;SPEED
T;2017-09-26 16:34:30;47.413777185;15.884160038;755.3;8;1.3;0.92;1.57;dgps;;;0;0;SPEED
T;2017-09-26 16:34:31;47.413781588;15.884145347;755.4;8;1.1;0.76;1.36;dgps;;;0;0;SPEED
T;2017-09-26 16:34:32;47.413789573;15.884130493;755.3;8;1.1;0.76;1.36;dgps;;;0;0;SPEED
T;2017-09-26 16:34:33;47.413799249;15.884116078;755.3;8;1.3;0.92;1.57;dgps;;;0;0;SPEED
T;2017-09-26 16:34:34;47.413805772;15.884099452;755.5;9;1.2;0.90;1.46;dgps;;;0;0;SPEED
T;2017-09-26 16:34:35;47.413813057;15.884083641;755.6;9;1.2;0.90;1.46;dgps;;;0;0;SPEED
T;2017-09-26 16:34:36;47.413820923;15.884065906;755.8;8;1.3;0.92;1.57;dgps;;;0;0;SPEED
T;2017-09-26 16:34:37;47.413829636;15.884052526;755.7;9;1.2;0.90;1.46;dgps;;;0;0;SPEED
T;2017-09-26 16:34:38;47.413838435;15.884037736;755.7;8;1.3;0.92;1.57;dgps;;;0;0;SPEED
T;2017-09-26 16:34:39;47.413845955;15.884024422;755.7;9;1.2;0.90;1.46;dgps;;;0;0;SPEED
T;2017-09-26 16:34:40;47.413851519;15.884010729;755.8;9;1.2;0.90;1.46;dgps;;;0;0;SPEED
T;2017-09-26 16:34:41;47.413855872;15.883996365;755.8;8;1.3;0.92;1.57;dgps;;;0;0;SPEED
T;2017-09-26 16:34:42;47.413863436;15.883981987;755.7;8;1.3;0.92;1.57;dgps;;;0;0;SPEED
T;2017-09-26 16:34:43;47.413870390;15.883968620;755.6;9;1.2;0.90;1.46;dgps;;;0;0;SPEED
T;2017-09-26 16:34:44;47.413875460;15.883955065;755.7;9;1.2;0.90;1.46;dgps;;;0;0;SPEED
T;2017-09-26 16:34:45;47.413881628;15.883944288;755.5;9;1.2;0.90;1.46;dgps;;;0;0;SPEED
T;2017-09-26 16:34:46;47.413887534;15.883931893;755.6;8;1.3;0.92;1.57;dgps;;;0;0;SPEED
T;2017-09-26 16:34:47;47.413894655;15.883918861;755.7;9;1.2;0.90;1.46;dgps;;;0;0;SPEED
T;2017-09-26 16:34:48;47.413900741;15.883904403;755.7;8;1.3;0.92;1.57;dgps;;;0;0;SPEED
T;2017-09-26 16:34:49;47.413907365;15.883888595;755.9;8;1.3;0.92;1.57;dgps;;;0;0;SPEED
T;2017-09-26 16:34:50;47.413919602;15.883886997;755.8;10;0.8;0.74;1.12;dgps;;;0;0;SPEED
T;2017-09-26 16:34:51;47.413929573;15.883884081;755.7;9;0.9;0.75;1.18;dgps;;;0;0;SPEED
T;2017-09-26 16:34:52;47.413936183;15.883870953;755.8;10;0.8;0.74;1.12;dgps;;;0;0;SPEED
T;2017-09-26 16:34:53;47.413942590;15.883856621;755.6;8;1.3;0.92;1.57;dgps;;;0;0;SPEED
T;2017-09-26 16:34:54;47.413950213;15.883843561;755.2;9;1.2;0.90;1.46;dgps;;;0;0;SPEED
T;2017-09-26 16:34:55;47.413956638;15.883831752;755.1;10;0.9;0.76;1.21;dgps;;;0;0;SPEED
T;2017-09-26 16:34:56;47.413963631;15.883817866;755.2;8;1.3;0.92;1.57;dgps;;;0;0;SPEED
T;2017-09-26 16:34:57;47.413970999;15.883803256;755.1;10;0.8;0.74;1.12;dgps;;;0;0;SPEED
T;2017-09-26 16:34:58;47.413978217;15.883788698;755.2;9;1.2;0.90;1.46;dgps;;;0;0;SPEED
T;2017-09-26 16:34:59;47.413985562;15.883774672;755.4;10;0.8;0.74;1.12;dgps;;;0;0;SPEED
T;2017-09-26 16:35:00;47.413994673;15.883761889;755.5;9;1.2;0.90;1.46;dgps;;;0;0;SPEED
T;2017-09-26 16:35:01;47.414000303;15.883746978;755.6;11;0.8;0.71;1.07;dgps;;;0;0;SPEED
T;2017-09-26 16:35:02;47.414005577;15.883727221;756.0;11;0.8;0.71;1.07;dgps;;;0;0;SPEED
T;2017-09-26 16:35:03;47.414012678;15.883705497;756.4;10;0.8;0.74;1.12;dgps;;;0;0;SPEED
T;2017-09-26 16:35:04;47.414023064;15.883687563;756.5;9;1.2;0.90;1.46;dgps;;;0;0;SPEED
T;2017-09-26 16:35:05;47.414032733;15.883674218;756.4;10;0.8;0.74;1.12;dgps;;;0;0;SPEED
T;2017-09-26 16:35:06;47.414038108;15.883658308;756.5;10;0.8;0.74;1.12;dgps;;;0;0;SPEED
T;2017-09-26 16:35:07;47.414044639;15.883641246;756.8;11;0.8;0.71;1.07;dgps;;;0;0;SPEED
T;2017-09-26 16:35:08;47.414049967;15.883624765;757.3;11;0.8;0.71;1.07;dgps;;;0;0;SPEED
T;2017-09-26 16:35:09;47.414059375;15.883609052;757.6;11;0.8;0.71;1.07;dgps;;;0;0;SPEED
T;2017-09-26 16:35:10;47.414066261;15.883593130;758.0;11;0.8;0.71;1.07;dgps;;;0;0;SPEED
T;2017-09-26 16:35:11;47.414072601;15.883573393;758.4;11;0.8;0.71;1.07;dgps;;;0;0;SPEED
T;2017-09-26 16:35:12;47.414081066;15.883553101;758.9;11;0.8;0.71;1.07;dgps;;;0;0;SPEED
T;2017-09-26 16:35:13;47.414091239;15.883534171;759.1;11;0.8;0.71;1.07;dgps;;;0;0;SPEED
T;2017-09-26 16:35:14;47.414102485;15.883518585;759.3;10;0.8;0.74;1.12;dgps;;;0;0;SPEED
T;2017-09-26 16:35:15;47.414108935;15.883502761;759.7;11;0.8;0.71;1.07;dgps;;;0;0;SPEED
T;2017-09-26 16:35:16;47.414115196;15.883486246;760.0;11;0.8;0.71;1.07;dgps;;;0;0;SPEED
T;2017-09-26 16:35:17;47.414121938;15.883472051;760.3;11;0.8;0.71;1.07;dgps;;;0;0;SPEED
T;2017-09-26 16:35:18;47.414127154;15.883455130;760.9;11;0.8;0.71;1.07;dgps;;;0;0;SPEED
T;2017-09-26 16:35:19;47.414136428;15.883438085;761.0;11;0.8;0.71;1.07;dgps;;;0;0;SPEED
T;2017-09-26 16:35:20;47.414145894;15.883428008;761.1;11;0.8;0.71;1.07;dgps;;;0;0;SPEED
T;2017-09-26 16:35:21;47.414154975;15.883421718;761.2;11;0.8;0.71;1.07;dgps;;;0;0;SPEED
T;2017-09-26 16:35:22;47.414160477;15.883414405;761.8;11;0.8;0.71;1.07;dgps;;;0;0;SPEED
T;2017-09-26 16:35:23;47.414171583;15.883404840;761.9;11;0.8;0.71;1.07;dgps;;;0;0;SPEED
T;2017-09-26 16:35:24;47.414179862;15.883393794;762.2;11;0.8;0.71;1.07;dgps;;;0;0;SPEED
T;2017-09-26 16:35:25;47.414186647;15.883385855;762.4;11;0.8;0.71;1.07;dgps;;;0;0;SPEED
T;2017-09-26 16:35:27;47.414198231;15.883391122;762.8;10;0.8;0.74;1.11;dgps;;;0;0;SPEED
T;2017-09-26 16:35:34;47.414204165;15.883362981;762.9;11;0.8;0.71;1.07;dgps;;;0;0;SPEED
T;2017-09-26 16:35:35;47.414211612;15.883351208;762.7;10;0.8;0.74;1.11;dgps;;;0;0;SPEED
T;2017-09-26 16:35:36;47.414214239;15.883345200;762.7;11;0.8;0.71;1.06;dgps;;;0;0;SPEED
T;2017-09-26 16:35:37;47.414214186;15.883335605;762.8;10;0.8;0.74;1.11;dgps;;;0;0;SPEED
T;2017-09-26 16:35:38;47.414214566;15.883327109;762.7;11;0.8;0.71;1.07;dgps;;;0;0;SPEED
T;2017-09-26 16:35:39;47.414217396;15.883316819;762.7;10;0.9;0.72;1.13;dgps;;;0;0;SPEED
T;2017-09-26 16:35:40;47.414218512;15.883306347;762.9;11;0.8;0.71;1.07;dgps;;;0;0;SPEED
T;2017-09-26 16:35:41;47.414223004;15.883288906;762.8;11;0.8;0.71;1.07;dgps;;;0;0;SPEED
T;2017-09-26 16:35:42;47.414230194;15.883273138;763.0;10;0.8;0.73;1.11;dgps;;;0;0;SPEED
T;2017-09-26 16:35:49;47.414263330;15.883257222;764.4;11;0.8;0.71;1.06;dgps;;;0;0;SPEED
T;2017-09-26 16:35:50;47.414266857;15.883250788;764.5;12;0.7;0.69;0.98;dgps;;;0;0;SPEED
T;2017-09-26 16:35:51;47.414274611;15.883236360;764.8;12;0.7;0.69;0.98;dgps;;;0;0;SPEED
T;2017-09-26 16:35:54;47.414283480;15.883219843;765.6;11;0.8;0.71;1.06;dgps;;;0;0;SPEED
T;2017-09-26 16:35:55;47.414299533;15.883212495;765.9;11;0.8;0.71;1.06;dgps;;;0;0;SPEED
T;2017-09-26 16:35:56;47.414307713;15.883200521;766.2;12;0.7;0.69;0.98;dgps;;;0;0;SPEED
T;2017-09-26 16:35:57;47.414313854;15.883190297;766.4;12;0.7;0.69;0.98;dgps;;;0;0;SPEED
T;2017-09-26 16:36:00;47.414326597;15.883146180;767.6;12;0.7;0.69;0.98;dgps;;;0;0;SPEED
T;2017-09-26 16:36:01;47.414351651;15.883141484;767.7;12;0.7;0.69;0.98;dgps;;;0;0;SPEED
T;2017-09-26 16:36:02;47.414365417;15.883131236;768.0;11;0.8;1.01;1.28;dgps;;;0;0;SPEED
T;2017-09-26 16:36:03;47.414370806;15.883129960;768.0;10;1.0;1.18;1.54;dgps;;;0;0;SPEED
T;2017-09-26 16:36:04;47.414376999;15.883122996;768.0;12;0.7;0.95;1.18;dgps;;;0;0;SPEED
T;2017-09-26 16:36:05;47.414381958;15.883115675;768.1;12;0.7;0.69;0.98;dgps;;;0;0;SPEED
T;2017-09-26 16:36:06;47.414393156;15.883109745;768.0;12;0.7;0.69;0.98;dgps;;;0;0;SPEED
T;2017-09-26 16:36:07;47.414409975;15.883099364;768.5;12;0.7;0.69;0.98;dgps;;;0;0;SPEED
T;2017-09-26 16:36:08;47.414416329;15.883093758;768.6;12;0.7;0.69;0.98;dgps;;;0;0;SPEED
T;2017-09-26 16:36:10;47.414423968;15.883084435;768.9;12;0.7;0.95;1.18;dgps;;;0;0;SPEED
T;2017-09-26 16:36:13;47.414442580;15.883059276;769.4;12;0.7;0.95;1.18;dgps;;;0;0;SPEED
T;2017-09-26 16:36:14;47.414453547;15.883053887;769.9;11;0.8;0.71;1.05;dgps;;;0;0;SPEED
T;2017-09-26 16:36:15;47.414459483;15.883046953;770.0;12;0.7;0.69;0.98;dgps;;;0;0;SPEED
T;2017-09-26 16:36:16;47.414468832;15.883034078;770.3;12;0.7;0.69;0.98;dgps;;;0;0;SPEED
T;2017-09-26 16:36:17;47.414477383;15.883025075;770.7;12;0.7;0.69;0.98;dgps;;;0;0;SPEED
T;2017-09-26 16:36:18;47.414487674;15.883013011;770.9;12;0.7;0.69;0.98;dgps;;;0;0;SPEED
T;2017-09-26 16:36:19;47.414504289;15.883004397;770.8;12;0.7;0.95;1.18;dgps;;;0;0;SPEED
T;2017-09-26 16:36:20;47.414516680;15.883003342;770.5;12;0.7;0.69;0.98;dgps;;;0;0;SPEED
T;2017-09-26 16:36:21;47.414524502;15.883002030;770.4;12;0.7;0.69;0.98;dgps;;;0;0;SPEED
T;2017-09-26 16:36:22;47.414534797;15.883004526;770.7;12;0.7;0.95;1.18;dgps;;;0;0;SPEED
T;2017-09-26 16:36:23;47.414543739;15.883004746;770.7;12;0.7;0.69;0.98;dgps;;;0;0;SPEED
T;2017-09-26 16:36:24;47.414551180;15.882998483;770.4;12;0.7;0.69;0.98;dgps;;;0;0;SPEED
T;2017-09-26 16:36:26;47.414563173;15.882979145;770.4;12;0.7;0.69;0.98;dgps;;;0;0;SPEED
T;2017-09-26 16:36:27;47.414572845;15.882974180;770.3;12;0.7;0.69;0.98;dgps;;;0;0;SPEED
T;2017-09-26 16:36:28;47.414583931;15.882970899;770.4;11;0.8;0.70;1.03;dgps;;;0;0;SPEED
T;2017-09-26 16:36:29;47.414596056;15.882970981;770.0;12;0.7;0.69;0.98;dgps;;;0;0;SPEED
T;2017-09-26 16:36:30;47.414622225;15.882966485;768.7;12;0.7;0.69;0.98;dgps;;;0;0;SPEED
T;2017-09-26 16:36:33;47.414654796;15.882947988;766.6;12;0.7;0.69;0.98;dgps;;;0;0;SPEED
T;2017-09-26 16:36:34;47.414664699;15.882940039;766.3;12;0.7;0.95;1.18;dgps;;;0;0;SPEED
T;2017-09-26 16:36:35;47.414673998;15.882935425;766.1;11;0.8;0.70;1.03;dgps;;;0;0;SPEED
T;2017-09-26 16:36:36;47.414686658;15.882929931;766.0;12;0.7;0.69;0.98;dgps;;;0;0;SPEED
T;2017-09-26 16:36:38;47.414710599;15.882920547;765.8;12;0.7;0.69;0.98;dgps;;;0;0;SPEED
T;2017-09-26 16:36:39;47.414722442;15.882912590;765.5;12;0.7;0.95;1.18;dgps;;;0;0;SPEED
T;2017-09-26 16:36:40;47.414732797;15.882910845;765.6;12;0.7;0.69;0.98;dgps;;;0;0;SPEED
T;2017-09-26 16:36:41;47.414741690;15.882893281;766.7;12;0.7;0.69;0.98;dgps;;;0;0;SPEED
T;2017-09-26 16:36:42;47.414751927;15.882886536;767.1;12;0.7;0.69;0.98;dgps;;;0;0;SPEED
T;2017-09-26 16:36:43;47.414761415;15.882881095;766.9;12;0.7;0.95;1.18;dgps;;;0;0;SPEED
T;2017-09-26 16:36:44;47.414776964;15.882901637;766.9;12;0.7;0.95;1.18;dgps;;;0;0;SPEED
T;2017-09-26 16:36:45;47.414786307;15.882902799;767.0;12;0.7;0.95;1.18;dgps;;;0;0;SPEED
T;2017-09-26 16:36:46;47.414794409;15.882902341;767.2;12;0.7;0.95;1.18;dgps;;;0;0;SPEED
T;2017-09-26 16:36:47;47.414807320;15.882903371;767.8;12;0.7;0.95;1.18;dgps;;;0;0;SPEED
T;2017-09-26 16:36:48;47.414819646;15.882899808;768.1;12;0.7;0.69;0.98;dgps;;;0;0;SPEED
T;2017-09-26 16:36:49;47.414830883;15.882912097;768.4;12;0.7;0.69;0.98;dgps;;;0;0;SPEED
T;2017-09-26 16:36:50;47.414836291;15.882906308;768.7;12;0.7;0.69;0.98;dgps;;;0;0;SPEED
T;2017-09-26 16:36:51;47.414840952;15.882894957;768.9;11;0.8;0.70;1.04;dgps;;;0;0;SPEED
T;2017-09-26 16:36:52;47.414857784;15.882927724;771.6;11;0.8;1.01;1.26;dgps;;;0;0;SPEED
T;2017-09-26 16:36:53;47.414866612;15.882932484;771.9;12;0.7;0.95;1.18;dgps;;;0;0;SPEED
T;2017-09-26 16:36:54;47.414879893;15.882935295;772.3;12;0.7;0.95;1.18;dgps;;;0;0;SPEED
T;2017-09-26 16:36:55;47.414891539;15.882934198;772.4;12;0.7;0.95;1.18;dgps;;;0;0;SPEED
T;2017-09-26 16:36:56;47.414906376;15.882936341;772.5;12;0.7;0.69;0.98;dgps;;;0;0;SPEED
T;2017-09-26 16:36:57;47.414917045;15.882940039;772.8;11;0.8;0.99;1.25;dgps;;;0;0;SPEED
T;2017-09-26 16:36:58;47.414928731;15.882943700;773.5;11;0.8;1.01;1.26;dgps;;;0;0;SPEED
T;2017-09-26 16:36:59;47.414937817;15.882948696;773.4;10;0.9;0.73;1.16;dgps;;;0;0;SPEED
T;2017-09-26 16:37:02;47.414951164;15.882925955;773.8;11;0.8;0.70;1.04;dgps;;;0;0;SPEED
T;2017-09-26 16:37:03;47.414965310;15.882933692;773.9;12;0.7;0.69;0.98;dgps;;;0;0;SPEED
T;2017-09-26 16:37:04;47.414976039;15.882940224;773.7;12;0.7;0.69;0.98;dgps;;;0;0;SPEED
T;2017-09-26 16:37:06;47.414998687;15.882960772;773.4;11;0.8;0.70;1.04;dgps;;;0;0;SPEED
T;2017-09-26 16:37:07;47.415011549;15.882965999;772.9;9;1.1;1.28;1.71;dgps;;;0;0;SPEED
T;2017-09-26 16:37:08;47.415022718;15.882972441;772.9;10;0.8;1.06;1.33;dgps;;;0;0;SPEED
T;2017-09-26 16:37:09;47.415033027;15.882976754;773.1;10;0.8;1.06;1.33;dgps;;;0;0;SPEED
T;2017-09-26 16:37:10;47.415047492;15.882992144;773.5;10;0.8;1.06;1.33;dgps;;;0;0;SPEED
T;2017-09-26 16:37:11;47.415058291;15.883012914;773.5;9;0.9;0.75;1.14;dgps;;;0;0;SPEED
T;2017-09-26 16:37:12;47.415068545;15.883034097;773.7;8;0.9;0.76;1.21;dgps;;;0;0;SPEED
T;2017-09-26 16:37:13;47.415076798;15.883054392;773.8;8;1.1;0.82;1.35;dgps;;;0;0;SPEED
T;2017-09-26 16:37:14;47.415085217;15.883069944;774.0;10;0.8;0.72;1.07;dgps;;;0;0;SPEED
T;2017-09-26 16:37:15;47.415093573;15.883084021;774.2;11;0.8;0.70;1.04;dgps;;;0;0;SPEED
T;2017-09-26 16:37:16;47.415102048;15.883105860;775.9;9;1.0;0.79;1.31;dgps;;;0;0;SPEED
T;2017-09-26 16:37:17;47.415111062;15.883123034;776.4;9;0.9;0.75;1.15;dgps;;;0;0;SPEED
T;2017-09-26 16:37:18;47.415119540;15.883136345;776.5;10;0.8;0.73;1.09;dgps;;;0;0;SPEED
T;2017-09-26 16:37:19;47.415119767;15.883142708;775.8;9;1.0;0.79;1.31;dgps;;;0;0;SPEED
T;2017-09-26 16:37:20;47.415126172;15.883149341;776.3;10;0.8;0.72;1.08;dgps;;;0;0;SPEED
T;2017-09-26 16:37:21;47.415131825;15.883171603;776.0;9;0.9;0.74;1.14;dgps;;;0;0;SPEED
T;2017-09-26 16:37:22;47.415140148;15.883187137;776.2;11;0.7;0.69;1.01;dgps;;;0;0;SPEED
T;2017-09-26 16:37:23;47.415147531;15.883198291;776.2;10;0.8;0.72;1.08;dgps;;;0;0;SPEED
T;2017-09-26 16:37:24;47.415152093;15.883213415;776.6;9;0.9;0.73;1.14;dgps;;;0;0;SPEED
T;2017-09-26 16:37:25;47.415158998;15.883228731;776.7;11;0.7;0.71;1.02;dgps;;;0;0;SPEED
T;2017-09-26 16:37:26;47.415167199;15.883247582;776.7;8;1.0;0.76;1.25;dgps;;;0;0;SPEED
